Model,ratio_above_truth,crps,crps_log1p,crps_norm,example_metric,mae,sensitivity,specificity,outbreak_accuracy,coverage_10_90,coverage_25_75,rmse,sample_count,winkler_score_10_90,winkler_score_25_75,winkler_score_10_90_log1p,winkler_score_25_75_log1p
ensemble,0.5415972222222222,95.20067778238479,0.7895883176341498,0.048996746156657126,15527.519980369085,107.8299998636742,,,,0.4930555555555556,0.2916666666666667,226.21167307627528,14400.0,857.4421240441565,411.47757833563344,5.8845922562469,3.4728685162370057
