Model,ratio_above_truth,crps,crps_log1p,crps_norm,example_metric,mae,sensitivity,specificity,outbreak_accuracy,coverage_10_90,coverage_25_75,rmse,sample_count,winkler_score_10_90,winkler_score_25_75,winkler_score_10_90_log1p,winkler_score_25_75_log1p
ensemble,0.3760416666666666,84.43691177550062,0.7544548984783902,0.04345697981240382,17126.527972839343,118.93422203360655,,,,0.6180555555555556,0.4236111111111111,255.6224097004171,14400.0,530.8573222181611,371.46825393835803,5.059229810627465,3.355333162907572
