Model,ratio_above_truth,crps,crps_log1p,crps_norm,example_metric,mae,sensitivity,specificity,outbreak_accuracy,coverage_10_90,coverage_25_75,rmse,sample_count,winkler_score_10_90,winkler_score_25_75,winkler_score_10_90_log1p,winkler_score_25_75_log1p
ensemble,0.8125,133.78048144474442,1.3955369275867155,0.07737448319534092,12842.926218695466,133.78048144474442,,,,0.0,0.0,223.7860016978001,96.0,1337.8048144474449,535.1219257789777,13.955369275867156,5.582147710346862
