location,time_period,horizon_distance,sample,forecast
LA-AT,201010,1,0,25.645221255264502
LA-AT,201011,2,0,10.066204722013115
LA-BK,201009,0,0,7.323205426249936
LA-BK,201010,1,0,2.583166387748075
LA-BK,201011,2,0,-2.5785873061461086
LA-BL,201009,0,0,366.12850517180755
LA-BL,201010,1,0,302.7757302371242
LA-BL,201011,2,0,142.98264632311756
LA-CH,201009,0,0,661.5385671321538
LA-CH,201010,1,0,522.3611016705756
LA-CH,201011,2,0,256.9330572335713
LA-HO,201009,0,0,2.938872005787635
LA-HO,201010,1,0,1.821716004893997
LA-HO,201011,2,0,-0.44804794158040195
LA-KH,201009,0,0,617.6868215999349
LA-KH,201010,1,0,483.8192260319936
LA-KH,201011,2,0,236.5574476727098
LA-LM,201009,0,0,13.385350637304942
LA-LM,201010,1,0,8.974216900480606
LA-LM,201011,2,0,2.5043315212286927
LA-LP,201009,0,0,246.82903382651935
LA-LP,201010,1,0,182.11252746790402
LA-LP,201011,2,0,76.67514358812805
LA-OU,201009,0,0,101.2203481285302
LA-OU,201010,1,0,77.66408783978275
LA-OU,201011,2,0,39.24317489506039
LA-PH,201009,0,0,-1.1845268258698254
LA-PH,201010,1,0,-1.491229714577813
LA-PH,201011,2,0,-1.8942689110393403
LA-SL,201009,0,0,573.0293375028352
LA-SL,201010,1,0,423.3276481316867
LA-SL,201011,2,0,223.39372526841967
LA-SV,201009,0,0,743.3257630947388
LA-SV,201010,1,0,556.695550577719
LA-SV,201011,2,0,313.06033069355067
LA-VI,201009,0,0,294.0104347724473
LA-VI,201010,1,0,115.72224524303626
LA-VI,201011,2,0,36.53271321422575
LA-VT,201009,0,0,1764.9875710345232
LA-VT,201010,1,0,1268.3768588463688
LA-VT,201011,2,0,651.637878174162
LA-XA,201009,0,0,52.76160505589117
LA-XA,201010,1,0,38.520624552543985
LA-XA,201011,2,0,18.169021949251093
LA-XE,201009,0,0,64.82001432995105
LA-XE,201010,1,0,45.62776911465079
LA-XE,201011,2,0,21.869877999855458
LA-XI,201009,0,0,20.085026994581284
LA-XI,201010,1,0,16.308106804095306
LA-XI,201011,2,0,5.8577962352516
LA-XN,201009,0,0,17.835415197063636
LA-XN,201010,1,0,27.428619752144087
LA-XN,201011,2,0,3.3707617655065745
LA-AT,201010,0,0,21.95011270244591
LA-AT,201011,1,0,8.331277387909164
LA-AT,201012,2,0,5.139838383477465
LA-BK,201010,0,0,8.817564273738245
LA-BK,201011,1,0,-0.22697658359826267
LA-BK,201012,2,0,-2.05709617449975
LA-BL,201010,0,0,275.7256580327387
LA-BL,201011,1,0,133.74301042092142
LA-BL,201012,2,0,123.48226895663579
LA-CH,201010,0,0,587.9994511577182
LA-CH,201011,1,0,284.72544328244135
LA-CH,201012,2,0,261.0330003472832
LA-HO,201010,0,0,1.3439224889692163
LA-HO,201011,1,0,-0.4428751880756674
LA-HO,201012,2,0,-0.47416327372621536
LA-KH,201010,0,0,373.7888299237876
LA-KH,201011,1,0,204.63614892780353
LA-KH,201012,2,0,182.01948750431
LA-LM,201010,0,0,19.053816245584898
LA-LM,201011,1,0,5.657412855493769
LA-LM,201012,2,0,3.9877193568005005
LA-LP,201010,0,0,366.72225829758827
LA-LP,201011,1,0,142.99053923708263
LA-LP,201012,2,0,118.94510213613216
LA-OU,201010,0,0,110.66097434191849
LA-OU,201011,1,0,54.15156183495692
LA-OU,201012,2,0,46.150356731397935
LA-PH,201010,0,0,-1.7041595585168636
LA-PH,201011,1,0,-1.9848956214085438
LA-PH,201012,2,0,-2.00404009298074
LA-SL,201010,0,0,520.8281609528859
LA-SL,201011,1,0,238.14308308860612
LA-SL,201012,2,0,199.8650759518222
LA-SV,201010,0,0,568.9983304312283
LA-SV,201011,1,0,322.61922300205106
LA-SV,201012,2,0,256.81943116827085
LA-VI,201010,0,0,285.1369938516316
LA-VI,201011,1,0,65.14581167801924
LA-VI,201012,2,0,59.26733537413048
LA-VT,201010,0,0,1422.6544991901633
LA-VT,201011,1,0,660.3022654434038
LA-VT,201012,2,0,583.9064565809916
LA-XA,201010,0,0,46.14585764145586
LA-XA,201011,1,0,18.572940783258957
LA-XA,201012,2,0,14.884943355478008
LA-XE,201010,0,0,67.98426288324293
LA-XE,201011,1,0,32.76339403308326
LA-XE,201012,2,0,24.424358295064387
LA-XI,201010,0,0,18.761682453745713
LA-XI,201011,1,0,7.886721216402705
LA-XI,201012,2,0,7.209458338768069
LA-XN,201010,0,0,35.55209934050889
LA-XN,201011,1,0,4.885539085080557
LA-XN,201012,2,0,7.740321095088001
